Accepted.SIVIM;Original.EuroMed;Accepted.EuroMed;Expert.Revision;Analysis.Names;Rank;Genus;Family;Order;Class;Group;Native
Trifolium pratense subsp. frigidum;Trifolium pratense var. frigidum;Trifolium pratense var. frigidum;Trifolium pratense var. frigidum;Trifolium pratense;var.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium pratense subsp. pratense;Trifolium pratense;Trifolium pratense;Trifolium pratense;Trifolium pratense;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium pratense var. maritimum;Trifolium pratense var. maritimum;Trifolium pratense var. maritimum;Trifolium pratense var. maritimum;Trifolium pratense;var.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium pratense var. pratense;Trifolium pratense var. pratense;Trifolium pratense var. pratense;Trifolium pratense var. pratense;Trifolium pratense;var.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium pratense var. villosum;Trifolium pratense var. villosum;Trifolium pratense var. maritimum;Trifolium pratense var. maritimum;Trifolium pratense;var.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium occinientale;Trifolium occidentale;Trifolium repens subsp. prostratum;Trifolium repens subsp. prostratum;Trifolium repens;subsp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium repens;Trifolium repens;Trifolium repens;Trifolium repens;Trifolium repens;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium repens subsp. biasolettii;Trifolium repens var. biasolettii;Trifolium repens var. biasolettii;Trifolium repens var. biasolettii;Trifolium repens;var.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium repens subsp. occidentale;Trifolium repens subsp. repens;Trifolium repens var. repens;Trifolium repens var. repens;Trifolium repens;var.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium repens subsp. repens;Trifolium repens subsp. repens;Trifolium repens var. repens;Trifolium repens var. repens;Trifolium repens;var.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium repens var. nevadense;Trifolium repens var. nevadense;Trifolium repens var. nevadense;Trifolium repens var. nevadense;Trifolium repens;var.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium resupinatum;Trifolium resupinatum;Trifolium resupinatum;Trifolium resupinatum;Trifolium resupinatum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium retusum;Trifolium retusum;Trifolium retusum;Trifolium retusum;Trifolium retusum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium rubens;Trifolium rubens;Trifolium rubens;Trifolium rubens;Trifolium rubens;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;No
Trifolium scabrum;Trifolium scabrum;Trifolium scabrum;Trifolium scabrum;Trifolium scabrum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium spadiceum;Trifolium spadiceum;Trifolium spadiceum;Trifolium spadiceum;Trifolium spadiceum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium squamosum;Trifolium squamosum;Trifolium squamosum;Trifolium squamosum;Trifolium squamosum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
T. striatum;Trifolium striatum;Trifolium striatum;Trifolium striatum;Trifolium striatum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium striatum;Trifolium striatum;Trifolium striatum;Trifolium striatum;Trifolium striatum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium striatum subsp. brevidens;Trifolium striatum;Trifolium striatum;Trifolium striatum;Trifolium striatum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium strictum;Trifolium strictum;Trifolium strictum;Trifolium strictum;Trifolium strictum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium subterraneum;Trifolium subterraneum;Trifolium subterraneum;Trifolium subterraneum;Trifolium subterraneum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium subterraneum var. brachycladum;Trifolium subterraneum;Trifolium subterraneum;Trifolium subterraneum;Trifolium subterraneum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium suffocatum;Trifolium suffocatum;Trifolium suffocatum;Trifolium suffocatum;Trifolium suffocatum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium sylvaticum;Trifolium sylvaticum;Trifolium sylvaticum;Trifolium sylvaticum;Trifolium sylvaticum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium thalii;Trifolium thalii;Trifolium thalii;Trifolium thalii;Trifolium thalii;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trifolium tomentosum;Trifolium tomentosum;Trifolium tomentosum;Trifolium tomentosum;Trifolium tomentosum;sp.;Trifolium;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Triglochin barrelieri;Triglochin barrelieri;Triglochin barrelieri;Triglochin barrelieri;Triglochin barrelieri;sp.;Triglochin;Juncaginaceae;Alismatales;Liliopsida;Tracheophytes;Yes
Triglochin maritima;Triglochin maritima;Triglochin maritima;Triglochin maritima;Triglochin maritima;sp.;Triglochin;Juncaginaceae;Alismatales;Liliopsida;Tracheophytes;Yes
Triglochin palustris;Triglochin palustris;Triglochin palustris;Triglochin palustris;Triglochin palustris;sp.;Triglochin;Juncaginaceae;Alismatales;Liliopsida;Tracheophytes;Yes
Triglochin striata;Triglochin striata;Triglochin striata;Triglochin striata;Triglochin striata;sp.;Triglochin;Juncaginaceae;Alismatales;Liliopsida;Tracheophytes;Yes
Trigonella gladiata;Trigonella gladiata;Trigonella gladiata;Trigonella gladiata;Trigonella gladiata;sp.;Trigonella;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Trinia glauca;Trinia glauca;Trinia glauca;Trinia glauca;Trinia glauca;sp.;Trinia;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Matricaria maritima subsp. inodora;Matricaria maritima subsp. inodora;Tripleurospermum inodorum;Tripleurospermum inodorum;Tripleurospermum inodorum;sp.;Tripleurospermum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Matricaria maritima subsp. maritima;Matricaria maritima subsp. inodora;Tripleurospermum inodorum;Tripleurospermum inodorum;Tripleurospermum inodorum;sp.;Tripleurospermum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Matricaria inodora subsp. maritima;Matricaria inodora subsp. maritima;Tripleurospermum maritimum;Tripleurospermum maritimum;Tripleurospermum maritimum;sp.;Tripleurospermum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Matricaria marina;Matricaria maritima;Tripleurospermum maritimum;Tripleurospermum maritimum;Tripleurospermum maritimum;sp.;Tripleurospermum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Matricaria maritima;Matricaria maritima;Tripleurospermum maritimum;Tripleurospermum maritimum;Tripleurospermum maritimum;sp.;Tripleurospermum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Pyrethrum maritimum;Tripleurospermum maritimum;Tripleurospermum maritimum;Tripleurospermum maritimum;Tripleurospermum maritimum;sp.;Tripleurospermum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;No
Aster tripolium;Aster tripolium;Tripolium pannonicum subsp. tripolium;Tripolium pannonicum subsp. tripolium;Tripolium pannonicum;subsp.;Tripolium;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Aster tripolium subsp. pannonicus;Aster tripolium subsp. pannonicus;Tripolium pannonicum;Tripolium pannonicum;Tripolium pannonicum;sp.;Tripolium;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Aster tripolium subsp. tripolium;Aster tripolium subsp. tripolium;Tripolium pannonicum subsp. pannonicum;Tripolium pannonicum;Tripolium pannonicum;sp.;Tripolium;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Trisetaria ovata;Trisetaria ovata;Trisetaria ovata;Trisetaria ovata;Trisetaria ovata;sp.;Trisetaria;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Trisetaria panicea;Trisetaria panicea;Trisetaria panicea;Trisetaria panicea;Trisetaria panicea;sp.;Trisetaria;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Trisetaria scabriuscula;Trisetaria scabriuscula;Trisetaria scabriuscula;Trisetaria scabriuscula;Trisetaria scabriuscula;sp.;Trisetaria;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Trisetum flavescens;Trisetum flavescens;Trisetum flavescens;Trisetum flavescens;Trisetum flavescens;sp.;Trisetum;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Trisetum flavescens subsp. baregense;Trisetum flavescens subsp. baregense;Trisetum flavescens subsp. baregense;Trisetum flavescens subsp. baregense;Trisetum flavescens;subsp.;Trisetum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Trisetum flavescens subsp. flavescens;Trisetum flavescens subsp. flavescens;Trisetum flavescens subsp. flavescens;Trisetum flavescens subsp. flavescens;Trisetum flavescens;subsp.;Trisetum;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Trisetum flavescs;Trisetum flavescens;Trisetum flavescens;Trisetum flavescens;Trisetum flavescens;sp.;Trisetum;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Trisetum hispidum;Trisetum hispidum;Trisetum hispidum;Trisetum hispidum;Trisetum hispidum;sp.;Trisetum;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Triticum aestivum;Triticum aestivum;Triticum aestivum;Triticum aestivum;Triticum aestivum;sp.;Triticum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Triticum aestivus;Triticum aestivum;Triticum aestivum;Triticum aestivum;Triticum aestivum;sp.;Triticum;Poaceae;Poales;Liliopsida;Tracheophytes;No
Trollius europaeus;Trollius europaeus;Trollius europaeus;Trollius europaeus;Trollius europaeus;sp.;Trollius;Ranunculaceae;Ranunculales;Magnoliopsida;Tracheophytes;Yes
Trollius europaeus subsp. europaeus;Trollius europaeus subsp. europaeus;Trollius europaeus subsp. europaeus;Trollius europaeus subsp. europaeus;Trollius europaeus;subsp.;Trollius;Ranunculaceae;Ranunculales;Magnoliopsida;Tracheophytes;Yes
Tropaeolum majus;Tropaeolum majus;Tropaeolum majus;Tropaeolum majus;Tropaeolum majus;sp.;Tropaeolum;Tropaeolaceae;Brassicales;Magnoliopsida;Tracheophytes;No
Tuberaria echioides;Tuberaria echioides;Tuberaria echioides;Tuberaria echioides;Tuberaria echioides;sp.;Tuberaria;Cistaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Xolantha globulariifolia;Xolantha globulariifolia;Tuberaria globulariifolia;Tuberaria globulariifolia;Tuberaria globulariifolia;sp.;Tuberaria;Cistaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Tuberaria guttata;Tuberaria guttata;Tuberaria guttata;Tuberaria guttata;Tuberaria guttata;sp.;Tuberaria;Cistaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Tuberaria guttata subsp. guttata;Tuberaria guttata;Tuberaria guttata;Tuberaria guttata;Tuberaria guttata;sp.;Tuberaria;Cistaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Tuberaria lignosa;Tuberaria lignosa;Tuberaria lignosa;Tuberaria lignosa;Tuberaria lignosa;sp.;Tuberaria;Cistaceae;Malvales;Magnoliopsida;Tracheophytes;Yes
Tulipa sylvestris subsp. australis;Tulipa sylvestris subsp. australis;Tulipa sylvestris subsp. australis;Tulipa sylvestris subsp. australis;Tulipa sylvestris;subsp.;Tulipa;Liliaceae;Liliales;Liliopsida;Tracheophytes;Yes
Turgenia latifolia;Turgenia latifolia;Turgenia latifolia;Turgenia latifolia;Turgenia latifolia;sp.;Turgenia;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Tussilago farfara;Tussilago farfara;Tussilago farfara;Tussilago farfara;Tussilago farfara;sp.;Tussilago;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Typha;Typha;Typha;Typha;Typha;gen.;Typha;Typhaceae;Poales;Liliopsida;Tracheophytes;Yes
Typha angustifolia;Typha angustifolia;Typha angustifolia;Typha angustifolia;Typha angustifolia;sp.;Typha;Typhaceae;Poales;Liliopsida;Tracheophytes;Yes
Typha dominguensis;Typha domingensis;Typha domingensis;Typha domingensis;Typha domingensis;sp.;Typha;Typhaceae;Poales;Liliopsida;Tracheophytes;Yes
Thypha latifolia;Typha latifolia;Typha latifolia;Typha latifolia;Typha latifolia;sp.;Typha;Typhaceae;Poales;Liliopsida;Tracheophytes;Yes
Typha latifolia;Typha latifolia;Typha latifolia;Typha latifolia;Typha latifolia;sp.;Typha;Typhaceae;Poales;Liliopsida;Tracheophytes;Yes
Typha latifotia;Typha latifolia;Typha latifolia;Typha latifolia;Typha latifolia;sp.;Typha;Typhaceae;Poales;Liliopsida;Tracheophytes;Yes
Ulex;Ulex;Ulex;Ulex;Ulex;gen.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ilex europaeus;Ulex europaeus;Ulex europaeus;Ulex europaeus;Ulex europaeus;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex europaeus;Ulex europaeus;Ulex europaeus;Ulex europaeus;Ulex europaeus;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex europaeus subsp. europaeus;Ulex europaeus subsp. europaeus;Ulex europaeus subsp. europaeus;Ulex europaeus subsp. europaeus;Ulex europaeus;subsp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex europaeus subsp. f_maritimus;Ulex europaeus subsp. europaeus;Ulex europaeus subsp. europaeus;Ulex europaeus subsp. europaeus;Ulex europaeus;subsp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex europaeus subsp. latebracteatus;Ulex europaeus subsp. latebracteatus;Ulex europaeus subsp. latebracteatus;Ulex europaeus subsp. latebracteatus;Ulex europaeus;subsp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex europeaeus subsp. f_humilis;Ulex europaeus f. humilis;Ulex europaeus subsp. latebracteatus;Ulex europaeus subsp. latebracteatus;Ulex europaeus;subsp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex europeaeus subsp. f_maritimus;Ulex europaeus subsp. europaeus f. maritimus;Ulex europaeus subsp. europaeus;Ulex europaeus subsp. europaeus;Ulex europaeus;subsp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex europeaus;Ulex europaeus;Ulex europaeus;Ulex europaeus;Ulex europaeus;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex humilis;Ulex europaeus f. humilis;Ulex europaeus subsp. latebracteatus;Ulex europaeus subsp. latebracteatus;Ulex europaeus;subsp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex gallii;Ulex gallii;Ulex gallii;Ulex gallii;Ulex gallii;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex gallii subsp. breoganii;Ulex gallii subsp. breoganii;Ulex gallii;Ulex gallii;Ulex gallii;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex gallii subsp. breogenii;Ulex gallii subsp. breoganii;Ulex gallii;Ulex gallii;Ulex gallii;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex gallii subsp. gallii;Ulex gallii subsp. gallii;Ulex gallii;Ulex gallii;Ulex gallii;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Stauracanthus genistoides;Stauracanthus genistoides;Ulex genistoides;Ulex genistoides;Ulex genistoides;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;No
Stauracanthus spectabilis;Stauracanthus spectabilis;Ulex genistoides subsp. spectabilis;Ulex genistoides subsp. spectabilis;Ulex genistoides;subsp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;No
Ulex micranthus;Ulex micranthus;Ulex micranthus;Ulex micranthus;Ulex micranthus;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ilex nanus;Ulex nanus;Ulex minor;Ulex minor;Ulex minor;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex minor;Ulex minor;Ulex minor;Ulex minor;Ulex minor;sp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Ulex australis;Ulex australis;Ulex parviflorus subsp. eriocladus;Ulex parviflorus subsp. eriocladus;Ulex parviflorus;subsp.;Ulex;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;No
Ulmus glabra;Ulmus glabra subsp. montana;Ulmus glabra;Ulmus glabra;Ulmus glabra;sp.;Ulmus;Ulmaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Ulmus minor;Ulmus minor;Ulmus minor;Ulmus minor;Ulmus minor;sp.;Ulmus;Ulmaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Ulmus Xhollandica;Ulmus x hollandica;Ulmus x hollandica;Ulmus x hollandica;Ulmus x hollandica;hyb.;Ulmus;Ulmaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Umbilicus heylandianus;Umbilicus heylandianus;Umbilicus heylandianus;Umbilicus heylandianus;Umbilicus heylandianus;sp.;Umbilicus;Crassulaceae;Saxifragales;Magnoliopsida;Tracheophytes;Yes
Umbilicum rupestris;Umbilicus rupestris;Umbilicus rupestris;Umbilicus rupestris;Umbilicus rupestris;sp.;Umbilicus;Crassulaceae;Saxifragales;Magnoliopsida;Tracheophytes;Yes
Umbilicus rupestris;Umbilicus rupestris subsp. rupestris;Umbilicus rupestris subsp. rupestris;Umbilicus rupestris subsp. rupestris;Umbilicus rupestris;subsp.;Umbilicus;Crassulaceae;Saxifragales;Magnoliopsida;Tracheophytes;Yes
Urospermum picroides;Urospermum picroides;Urospermum picroides;Urospermum picroides;Urospermum picroides;sp.;Urospermum;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Urtica dioica;Urtica dioica;Urtica dioica;Urtica dioica;Urtica dioica;sp.;Urtica;Urticaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Urtica membranacea;Urtica membranacea;Urtica membranacea;Urtica membranacea;Urtica membranacea;sp.;Urtica;Urticaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Urtica urens;Urtica urens;Urtica urens;Urtica urens;Urtica urens;sp.;Urtica;Urticaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Utricularia australis;Utricularia australis;Utricularia australis;Utricularia australis;Utricularia australis;sp.;Utricularia;Lentibulariaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Utricularia minor;Utricularia minor;Utricularia minor;Utricularia minor;Utricularia minor;sp.;Utricularia;Lentibulariaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Utricularia vulgaris;Utricularia vulgaris;Utricularia vulgaris;Utricularia vulgaris;Utricularia vulgaris;sp.;Utricularia;Lentibulariaceae;Lamiales;Magnoliopsida;Tracheophytes;Yes
Vaccinium myrtillus;Vaccinium myrtillus;Vaccinium myrtillus;Vaccinium myrtillus;Vaccinium myrtillus;sp.;Vaccinium;Ericaceae;Ericales;Magnoliopsida;Tracheophytes;Yes
Vaccinium uliginosum;Vaccinium uliginosum;Vaccinium uliginosum;Vaccinium uliginosum;Vaccinium uliginosum;sp.;Vaccinium;Ericaceae;Ericales;Magnoliopsida;Tracheophytes;Yes
Vaccinium uliginosum subsp. microphyllum;Vaccinium uliginosum subsp. microphyllum;Vaccinium uliginosum;Vaccinium uliginosum;Vaccinium uliginosum;sp.;Vaccinium;Ericaceae;Ericales;Magnoliopsida;Tracheophytes;Yes
Valeriana;Valeriana;Valeriana;Valeriana;Valeriana;gen.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valeriana apula;Valeriana apula;Valeriana apula;Valeriana apula;Valeriana apula;sp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valeriana dioica;Valeriana dioica;Valeriana dioica;Valeriana dioica;Valeriana dioica;sp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valeriana dioica subsp. dioica;Valeriana dioica subsp. dioica;Valeriana dioica subsp. dioica;Valeriana dioica subsp. dioica;Valeriana dioica;subsp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valeriana officinalis subsp. repens;Valeriana officinalis subsp. repens;Valeriana excelsa subsp. excelsa;Valeriana excelsa subsp. excelsa;Valeriana excelsa;subsp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;No
Valeriana montana;Valeriana montana;Valeriana montana;Valeriana montana;Valeriana montana;sp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valeriana officinalis;Valeriana officinalis;Valeriana officinalis;Valeriana officinalis;Valeriana officinalis;sp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valeriana officinalis subsp. officinalis;Valeriana officinalis subsp. officinalis;Valeriana officinalis subsp. officinalis;Valeriana officinalis subsp. officinalis;Valeriana officinalis;subsp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valeriana officinalis subsp. collina;Valeriana officinalis subsp. collina;Valeriana pratensis;Valeriana pratensis;Valeriana pratensis;sp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valeriana pyrenaica;Valeriana pyrenaica;Valeriana pyrenaica;Valeriana pyrenaica;Valeriana pyrenaica;sp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valeriana tuberosa;Valeriana tuberosa;Valeriana tuberosa;Valeriana tuberosa;Valeriana tuberosa;sp.;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valerianella;Valerianella;Valerianella;Valerianella;Valerianella;gen.;Valerianella;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valerianella carinata;Valerianella carinata;Valerianella carinata;Valerianella carinata;Valerianella carinata;sp.;Valerianella;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valerianella coronata;Valerianella coronata;Valerianella coronata;Valerianella coronata;Valerianella coronata;sp.;Valerianella;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valerianella dentata;Valerianella dentata;Valerianella dentata;Valerianella dentata;Valerianella dentata;sp.;Valerianella;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valerianella dentata subsp. dasycarpa;Valerianella dentata;Valerianella dentata;Valerianella dentata;Valerianella dentata;sp.;Valerianella;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valerianella discoidea;Valerianella discoidea;Valerianella discoidea;Valerianella discoidea;Valerianella discoidea;sp.;Valerianella;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
Valerianella eriocarpa;Valerianella eriocarpa;Valerianella eriocarpa;Valerianella eriocarpa;Valerianella eriocarpa;sp.;Valerianella;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophytes;Yes
