# Constructed from biom file
#OTU ID	1-ITS	10-ITS	11-ITS	12-ITS	13-ITS	14-ITS	15-ITS	16-ITS	17-ITS	18-ITS	19-ITS	2-ITS	20-ITS	21-ITS	22-ITS	23FD-ITS	24-ITS	25-ITS	26-ITS	27-ITS	28-ITS	29-ITS	3-ITS	30-ITS	4-ITS	5-ITS	6-ITS	7-ITS	8-ITS	9-ITS	taxonomy
06236840621052548fd4c5d803bca5ca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1734.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10025.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unidentified
e82afa438c9c59f04f88919e7bc31387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1515.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9879.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unidentified
97b3e003e94cdf6794ed34cee2eee66e	220.0	997.0	0.0	45.0	193.0	91.0	0.0	0.0	0.0	1988.0	28.0	82.0	0.0	0.0	0.0	0.0	0.0	93.0	198.0	13.0	531.0	0.0	0.0	0.0	218.0	249.0	732.0	0.0	100.0	4669.0	k__Fungi; p__Ascomycota; c__Sordariomycetes
b5d2967d5b9a6d5320b2884b42e84d31	0.0	0.0	0.0	0.0	223.0	0.0	0.0	0.0	0.0	129.0	16.0	51.0	0.0	0.0	0.0	0.0	84.0	758.0	2426.0	0.0	343.0	0.0	0.0	0.0	0.0	215.0	1740.0	0.0	4446.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Apiotrichum
b2b46b20700252051be834ebed659074	90.0	144.0	760.0	47.0	442.0	0.0	52.0	654.0	328.0	0.0	2812.0	32.0	1749.0	366.0	126.0	444.0	0.0	22.0	0.0	126.0	51.0	38.0	0.0	0.0	0.0	177.0	134.0	80.0	40.0	1648.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola
84ef085f1563032e5e339acfc5f30811	899.0	1116.0	36.0	101.0	189.0	127.0	88.0	393.0	158.0	246.0	1491.0	0.0	378.0	321.0	1173.0	0.0	0.0	168.0	277.0	30.0	469.0	0.0	0.0	13.0	189.0	408.0	710.0	881.0	274.0	204.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Ilyonectria; s__Ilyonectria_macrodidyma
3f33a63ca09c3f9991e5e92279d2838e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified; s__unidentified
79fe9cbd94d833107f2550390b583c95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9862.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Genabea; s__unidentified
3040c27061c803ef276911ad1741d52e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota
854f12785e65b8ff952a357265be31f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9483.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__Sebacina; s__unidentified
42ed4d417550285aaeed3ab4564755aa	126.0	173.0	0.0	1483.0	445.0	241.0	0.0	0.0	0.0	415.0	29.0	296.0	33.0	0.0	0.0	14.0	0.0	625.0	1397.0	135.0	195.0	0.0	0.0	0.0	30.0	879.0	384.0	0.0	117.0	2453.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_zeae
34bf7c26b2a48ce967a7388cc4e1bb0e	0.0	823.0	0.0	615.0	0.0	0.0	0.0	45.0	0.0	175.0	1297.0	102.0	0.0	60.0	834.0	1035.0	0.0	175.0	935.0	2353.0	0.0	0.0	0.0	0.0	387.0	39.0	0.0	304.0	116.0	172.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Clonostachys; s__unidentified
