"ASV","kingdom","phylum","class","order","family","genus","species","id","value","presence"
"4df128c50f49d4e25d78afc93f599377","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Monocillium","Monocillium ligusticum","Xixon16",48,1
"d9ebdace9d20059cc89be99016aef772","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Xixon16",27,1
"2273bfaba26290934cf318c826065f69","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria pseudoincarnata","Xixon16",650,1
"9bcac1e39585ea9b9da348ec2262a7e3","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Xixon16",288,1
"511930f543ea6f3bc750a2786b2e0bfb","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma psychrotolerans","Xixon16",19,1
"d591d69933f80f7b00d94b42d1b7b014","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon16",24,1
"baa857a9d9975e21ca539f8dd9f9ae51","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria californica","Xixon16",90,1
"0a2508133b57a8b685955cbf969c3232","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","Xixon16",41,1
"8db60622bb1fc5588cd62d5b78c789e6","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium","Scedosporium dehoogii","Xixon16",13,1
"bbfd157aebda25804ec6d010b4700661","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma victoriae","Xixon16",19,1
"8183986a87b7a3edf5e2dd2a90920a4d","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Neptunomyces","Neptunomyces aureus","Xixon16",31,1
"ecfed4ed448c412970e5dfeef71342ff","Fungi","Ascomycota","Dothideomycetes","Dothideales",NA,NA,NA,"Xixon16",12,1
"70c49b0df930143fb4ce448b4f2586f0","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon16",19,1
"48d65eee42ba189ded2fcc9ae52269c4","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Xixon16",49,1
"49e4fae82db314a6dae821cf95f7e558","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","unidentified","unidentified","Xixon16",14,1
"b09f6b95e30cebd1e98ab70ae89e2732","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striaticonidium",NA,"Xixon16",181,1
"535f9d26a1f603b442d8ad22257a1384","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces rosae","Xixon16",22,1
"49acef478eddb8d1b48c5d8bd710a115","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella amoeboidea","Xixon16",95,1
"ca4dba1f1e33ffa54c90c685f0b759a4","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"Xixon16",20,1
"fa530147b88df29182fc29527f9ef430","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma lixii","Xixon16",52,1
"4a2a4f3b350cad420bcf2bfc464a32e4","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium oeirense","Xixon16",16,1
"74caa30d877eddf611052146988010ff","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"Xixon16",40,1
"5c65f998483a0e0ff4f2f321b9757fba","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Leucoglossum",NA,"Xixon16",83,1
"a5e5939c8162ff2809641218c7bc63a0","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,"Xixon16",29,1
"928d5f0baf7bedc84c766f39b9ad2b26","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striaticonidium","Striaticonidium brachysporum","Xixon16",126,1
"45130a14273e7bee60f9f3b68d28e273","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma carnescens","Xixon16",19,1
"92d3e1a2b2a5e09173787d4f39e4a9d8","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae",NA,NA,"Xixon16",13,1
"d2528f40e5db35e543a5bbd69a728f09","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","unidentified","unidentified","unidentified","Xixon16",129,1
"c6aa0dfbc32018bd686fd1339c4c2437","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","unidentified","unidentified","Xixon16",12,1
"2a9f30408059a9788a2277f92bf77be3","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Xixon16",23,1
"36dd119cf5aae5172b9edb98ade60d0b","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Eleutherascus","Eleutherascus lectardii","Xixon16",41,1
"6ccff1735a6d083f009cf5de18f90e8d","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA,"Xixon16",34,1
"8d85cb5dde0aa00bae2d9ff6d00bdcf7","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA,"Xixon16",13,1
"a37eaeb763cd090d57f502df96a849c7","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon16",31,1
"223770b9ffed032e0273a15d7b0fcebc","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon16",38,1
"4a0037f0ef3c5791d8d6d75a7be12a1c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Trematosphaeriaceae","Trematosphaeria","unidentified","Xixon16",26,1
"5d2f2242a41e841ce7b91d7018f397a7","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Operculomyces",NA,"Xixon16",39,1
"10278089c67b59d55ed66c441fcedbd1","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Xixon16",23,1
"cfd1f5287eea674daaaa0090087a4834","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"Xixon16",13,1
"146de919535e0db012a005659521039d","Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora","Pyxidiophora arvernensis","Xixon16",17,1
"d5380d6f18f57f3fce8ff829e407fc6e","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","unidentified","unidentified","Xixon16",12,1
"d573315f4388f48572652943c21ee8f3","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon16",27,1
"cde0dafe1fecac32bc7db2ca0819c526","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella","Mycosphaerella tassiana","Xixon16",74,1
"ced218083070bb71c44f4a44a7ac06e8","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"Xixon16",39,1
"56721dba8832c8685d1d86240dd9a56a","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Alfaria","Alfaria putrefolia","Xixon16",12,1
"ceb2350f88faee9f8ff8c5bc2fd393f7","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporium",NA,"Xixon16",12,1
"a96bcde1a9f3322a0ecf72afe170a3a2","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"Xixon16",56,1
"f949eb5d0de01cdf263e534d7263f8d5","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon16",21,1
"e0e75b73b3ffa99ce5511452f7821556","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",NA,"Xixon16",29,1
"3bed55ac28c34d0a47b35a46a684016d","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula babjevae","Xixon16",26,1
"fd8e5930d05e6a6292b55d0fa7e75943","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon16",45,1
"0a93a61230cef3b180507e0d76b575b7","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus dimennae","Xixon16",34,1
"86f9f42f62ca2deb572ae320b824c231","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon16",53,1
"ac1258e9857511e66b7baa8ff7f213ef","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Trematosphaeriaceae","Trematosphaeria","unidentified","Xixon16",30,1
"83bddc778834b1a3c1767f0623569410","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Xixon16",15,1
"525a1f936629f82c679e9ea8850e6e83","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"Xixon16",60,1
"6796e779bef27c25ba54df5ac70e5950","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","unidentified","unidentified","unidentified","Xixon16",33,1
"7131db56d51fa66716719d89c062fa2f","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon16",37,1
"1447bfe54e92933688fb452763ca7350","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora laciniata","Xixon16",13,1
"f1d4292bc65c382918689789e23359e4","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae",NA,NA,"Xixon16",27,1
"c5500b471471f200da89c88df06a5714","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon16",31,1
"cff0953b9a88f3fc9e9ee77eecba3d64","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus lanosus","Xixon16",146,1
"2a3824db7cdbc5cf537451e484356753","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Tilachlidiaceae","Tilachlidium","Tilachlidium brachiatum","Xixon16",76,1
"41c2846b14c35c026728d917b009a4f6","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon16",16,1
"e6c216ac2b4eb28704cf2d61c10e13c3","Fungi","Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified","Xixon16",82,1
"6838add70f42e85a16feac51f2c30707","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Hansfordia","unidentified","Xixon16",67,1
"bf2b622b51b74d6f23007b5f9e477db7","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Periglandula","unidentified","Xixon16",14,1
"dcb36715fd0d5490ab3ea544f2e0a699","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","unidentified","Xixon16",44,1
"c21b2ca977fd8b806065c0ac4d0d2b34","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","Xixon16",28,1
"ea2378a70a132548fa32ea843efaf815","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces","unidentified","Xixon16",108,1
"bda3301a501edf3ecf6aff0c4cfc413f","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","Knufia tsunedae","Xixon16",81,1
"8089fb588bc0b667da03189ac0fed3e8","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Podospora longicollis","Xixon16",13,1
"8dd714098656cb192fd1e432f59a7cd1","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella oratosquillae","Xixon16",16,1
"183535f5468dd1462cba8be46759563e","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria pseudoincarnata","Xixon16",99,1
"d05550566decc44704eecaf4a851d3d8","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",NA,"Xixon16",14,1
"b8b1df913fc886dd571d10b99474e92d","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","Knufia tsunedae","Xixon16",18,1
"20c8ce75325515a9c7ed2d8d372c0b40","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","unidentified","Xixon16",87,1
"41fce0464b6d0d4d865b0053d20f0c3d","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia terricola","Xixon16",38,1
"7acc2250122af2736847cc9a5dbfead4","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","Leucoagaricus leucothites","Xixon16",68,1
"4f732e4f8ff43bed4a32063fcde8a27a","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Xixon16",32,1
"b0a87d62418a4657e38726bb29ac4bfb","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","unidentified","unidentified","unidentified","Xixon16",75,1
"36284495446f73f077c5850559cf2749","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Xixon16",16,1
"8057ebebd7e29c7569a5496f8b58ce4a","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","unidentified","unidentified","Xixon16",20,1
"ecaba0d6b2789422103a4574babae5ad","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Xixon16",66,1
"24efd4840efa5a397183b3a95a720b64","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","unidentified","unidentified","unidentified","Xixon16",48,1
"30598c51c7b8b9be223ddf665b8ba07c","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Xixon16",39,1
"b45c8ffaac06ddbf2112813e08a3c9d7","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Xixon16",61,1
"f54ed039b7a563c54fdb4fdd4c6ac9ba","Fungi","Ascomycota","Eurotiomycetes","Onygenales","unidentified","unidentified","unidentified","Xixon16",55,1
"2899635453ce9e746f9bcb986e2c01b2","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium constrictum","Xixon16",12,1
"7656c7d737b305b9357a0175623ec9ea","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Keratinophyton","unidentified","Xixon16",12,1
"0a7065bb281dcf8e06be84b97a0a7b4e","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,"Xixon16",20,1
"8b703b626ee7198e18bd1d3e39d538a7","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Fusariella","unidentified","Xixon16",29,1
"9f8055037f9bed542d69bbb9ef01bdff","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema laurentii","Xixon16",54,1
"dba491f968f41369d0f8f1e7bab61f12","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"Xixon16",12,1
"d0a3cd0a0ccb528ab9f6072a5ecc2c84","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus pseudodeflectus","Xixon16",48,1
"6f3167f3848b60f8c53a239194d1ce85","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","Knufia tsunedae","Xixon16",45,1
"9cbe392a2bea5373da0085aff6bca3a3","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria pseudoincarnata","Xixon16",44,1
"28ad6787458d84465a979452c4105aea","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","unidentified","unidentified","Xixon16",13,1
"f73b378a99b075ee844c4d2bc3c8758e","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma",NA,"Xixon16",13,1
"8d57a0fe5efd729ac1a6942dc854b673","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Xixon16",37,1
"c39c70d85be4c8b379b7a147caff8249","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","Xixon16",17,1
"a36fb2425915a5acdc1861778bae49cb","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma aeria","Xixon16",24,1
"ee117a98b481ebd137177681d124e526","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA,"Xixon16",26,1
"4f5ec5e84e0dc0ef0ed2a3e2913fab5c","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Xixon16",36,1
"afffc6c0c8438f0c8c9aca11923ecb3f","Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora","Pyxidiophora arvernensis","Xixon16",36,1
"654c681531f1af9806d26de4968c7614","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium curvisporum","Xixon16",29,1
"f826be35717772bf2618993b0663f9fc","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","unidentified","unidentified","Xixon16",14,1
"18d024463994cb5cfce253dfd46c4732","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Paratricharina","Paratricharina poiraultii","Xixon16",23,1
"c27f2d17e5b4c3e57974cec43954156b","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","unidentified","Xixon16",22,1
