"taxon","id","cover"
"Cortinarius caesiocortinatus","Xixon30",26
"Cortinarius luteoimmarginatus","Xixon30",53
"Cortinarius maculatocaespitosus","Xixon30",16
"Cortinarius subferrugineus","Xixon03",6114
"Cortinarius uraceonemoralis","Xixon03",5191
"Cryptococcus aspenensis","Xixon09",25
"Cryptococcus aspenensis","Xixon27",11
"Cryptococcus dimennae","Xixon01",38
"Cryptococcus dimennae","Xixon09",73
"Cryptococcus dimennae","Xixon16",34
"Cryptococcus dimennae","Xixon20",15
"Curvularia trifolii","Xixon26",12
"Cutaneotrichosporon jirovecii","Xixon27",12
"Cutaneotrichosporon smithiae","Xixon06",187
"Cutaneotrichosporon smithiae","Xixon09",45
"Cutaneotrichosporon smithiae","Xixon18",38
"Cutaneotrichosporon smithiae","Xixon25",59
"Cutaneotrichosporon smithiae","Xixon26",21
"Cutaneotrichosporon smithiae","Xixon28",31
"Cutaneotrichosporon terricola","Xixon06",644
"Cylindrodendrum alicantinum","Xixon08",105
"Cylindrodendrum alicantinum","Xixon24",68
"Cylindrosympodium variabile","Xixon25",631
"Cyphellophora europaea","Xixon07",46
"Cyphellophora europaea","Xixon16",20
"Cyphellophora laciniata","Xixon02",15
"Cyphellophora laciniata","Xixon07",19
"Cyphellophora laciniata","Xixon09",38
"Cyphellophora laciniata","Xixon10",14
"Cyphellophora laciniata","Xixon16",13
"Cyphellophora laciniata","Xixon20",21
"Cyphellophora laciniata","Xixon22",8
"Cyphellophora laciniata","Xixon23",14
"Cyphellophora laciniata","Xixon27",13
"Cyphellophora reptans","Xixon20",34
"Cyphellophora vermispora","Xixon02",17
"Cyphellophora vermispora","Xixon09",18
"Cyphellophora vermispora","Xixon18",15
"Cyphellophora vermispora","Xixon20",345
"Cyphellophora vermispora","Xixon26",168
"Cyphellophora vermispora","Xixon27",78
"Cystobasidium fimetarium","Xixon20",40
"Cystodendron dryophilum","Xixon13",12
"Cystofilobasidium capitatum","Xixon08",24
"Cystofilobasidium capitatum","Xixon18",19
"Cystofilobasidium capitatum","Xixon29",19
"Cystofilobasidium macerans","Xixon06",34
"Cystofilobasidium macerans","Xixon09",107
"Cystofilobasidium macerans","Xixon10",16
"Cystofilobasidium macerans","Xixon12",15
"Cystofilobasidium macerans","Xixon16",18
"Cystofilobasidium macerans","Xixon18",1471
"Cystofilobasidium macerans","Xixon22",10
"Cystofilobasidium macerans","Xixon25",31
"Cystofilobasidium macerans","Xixon26",50
"Cystofilobasidium macerans","Xixon27",31
"Cystolepiota rosea","Xixon30",42
"Dactylaria acaciae","Xixon24",144
"Dactylaria dimorphospora","Xixon01",19
"Dactylaria dimorphospora","Xixon02",16
"Dactylaria dimorphospora","Xixon05",68
"Dactylaria dimorphospora","Xixon07",28
"Dactylaria dimorphospora","Xixon08",67
"Dactylaria dimorphospora","Xixon09",237
"Dactylaria dimorphospora","Xixon13",14
"Dactylaria dimorphospora","Xixon17",40
"Dactylaria dimorphospora","Xixon18",17
"Dactylaria dimorphospora","Xixon25",33
"Dactylaria dimorphospora","Xixon26",17
"Dactylaria dimorphospora","Xixon27",56
"Dactylaria dimorphospora","Xixon28",12
"Dactylella rhopalota","Xixon05",63
"Dactylonectria anthuriicola","Xixon01",584
"Dactylonectria anthuriicola","Xixon02",347
"Dactylonectria anthuriicola","Xixon04",39
"Dactylonectria anthuriicola","Xixon05",107
"Dactylonectria anthuriicola","Xixon06",43
"Dactylonectria anthuriicola","Xixon07",163
"Dactylonectria anthuriicola","Xixon08",59
"Dactylonectria anthuriicola","Xixon09",191
"Dactylonectria anthuriicola","Xixon10",86
"Dactylonectria anthuriicola","Xixon12",38
"Dactylonectria anthuriicola","Xixon13",12
"Dactylonectria anthuriicola","Xixon14",108
"Dactylonectria anthuriicola","Xixon18",20
"Dactylonectria anthuriicola","Xixon21",73
"Dactylonectria anthuriicola","Xixon22",18
"Dactylonectria anthuriicola","Xixon25",28
"Dactylonectria anthuriicola","Xixon27",30
"Dactylonectria anthuriicola","Xixon28",113
"Darksidea epsilon","Xixon04",29
"Darksidea epsilon","Xixon05",10
"Darksidea epsilon","Xixon09",59
"Darksidea epsilon","Xixon10",38
"Darksidea epsilon","Xixon11",132
"Darksidea epsilon","Xixon13",134
"Darksidea epsilon","Xixon19",41
"Darksidea epsilon","Xixon20",12
"Darksidea epsilon","Xixon22",135
"Darksidea epsilon","Xixon23",59
"Debaryomyces prosopidis","Xixon06",633
"Delicatula integrella","Xixon02",80
"Delicatula integrella","Xixon14",154
"Dermoloma cuneifolium","Xixon17",65
"Diaporthe hordei","Xixon09",33
"Diaporthe lusitanicae","Xixon10",18
"Diaporthe lusitanicae","Xixon19",113
"Diaporthe lusitanicae","Xixon20",30
"Diaporthe lusitanicae","Xixon23",8
"Dichotomopilus erectus","Xixon07",36
"Dichotomopilus indicus","Xixon01",70
"Dichotomopilus indicus","Xixon02",865
"Dichotomopilus indicus","Xixon05",90
"Dichotomopilus indicus","Xixon08",241
"Dichotomopilus indicus","Xixon09",81
"Dichotomopilus indicus","Xixon10",73
"Dichotomopilus indicus","Xixon12",64
"Dichotomopilus indicus","Xixon13",41
"Dichotomopilus indicus","Xixon14",19
"Dichotomopilus indicus","Xixon15",18
"Dichotomopilus indicus","Xixon16",17
"Dichotomopilus indicus","Xixon20",13
"Dichotomopilus pratensis","Xixon15",15
"Dichotomopilus subfunicola","Xixon01",14
"Dichotomopilus subfunicola","Xixon02",208
"Dichotomopilus subfunicola","Xixon05",172
"Dichotomopilus subfunicola","Xixon08",89
"Dichotomopilus subfunicola","Xixon09",96
"Dichotomopilus subfunicola","Xixon10",13
"Dichotomopilus subfunicola","Xixon13",232
"Dichotomopilus subfunicola","Xixon17",138
"Dichotomopilus subfunicola","Xixon25",19
"Dichotomopilus subfunicola","Xixon26",24
"Dichotomopilus subfunicola","Xixon27",23
"Dichotomopilus subfunicola","Xixon28",23
"Dictyochaeta aquatica","Xixon29",22
"Dictyochaeta siamensis","Xixon02",68
"Dictyochaeta siamensis","Xixon14",55
"Dictyochaeta simplex","Xixon29",677
"Dictyocheirospora bannica","Xixon11",75
"Dictyocheirospora xishuangbannaensis","Xixon04",64
"Dictyocheirospora xishuangbannaensis","Xixon10",12
"Dictyocheirospora xishuangbannaensis","Xixon23",171
"Dictyosporium strelitziae","Xixon22",15
"Dictyosporium toruloides","Xixon01",16
"Dictyosporium toruloides","Xixon06",34
"Dictyosporium toruloides","Xixon08",59
"Dictyosporium toruloides","Xixon13",80
"Dictyosporium toruloides","Xixon19",57
"Dictyosporium toruloides","Xixon24",27
"Dictyosporium toruloides","Xixon29",28
"Didymella glomerata","Xixon19",145
"Didymella glomerata","Xixon20",572
"Didymella urticicola","Xixon21",21
"Didymosphaeria variabile","Xixon01",62
"Didymosphaeria variabile","Xixon12",232
"Didymosphaeria variabile","Xixon18",19
"Didymosphaeria variabile","Xixon27",170
"Didymosphaeria variabile","Xixon28",19
"Dioszegia buhagiarii","Xixon22",16
"Dioszegia fristingensis","Xixon22",11
"Dioszegia zsoltii var. yunnanensis","Xixon20",13
"Dipodascus armillariae","Xixon28",73
"Dipodascus australiensis","Xixon25",15
"Diutina catenulata","Xixon25",5313
"Dominikia achra","Xixon20",29
"Dominikia achra","Xixon23",96
"Dominikia difficilevidera","Xixon07",30
"Dominikia difficilevidera","Xixon17",13
"Dothidea eucalypti","Xixon14",20
"Echinoderma asperum","Xixon30",13
"Echinoderma echinaceum","Xixon29",25
"Eleutherascus lectardii","Xixon06",466
"Eleutherascus lectardii","Xixon16",41
"Emericellopsis humicola","Xixon13",34
"Emericellopsis humicola","Xixon19",49
"Entoloma clandestinum","Xixon14",36
"Entoloma defibulatum","Xixon04",260
"Entoloma graphitipes f. cystidiatum","Xixon11",10
"Entoloma sericeum","Xixon22",12
"Entoloma sericeum","Xixon30",18
"Entoloma shandongense","Xixon10",14
"Entoloma silvae-frondosae","Xixon30",14
"Epicoccum nigrum","Xixon01",262
"Epicoccum nigrum","Xixon02",191
"Epicoccum nigrum","Xixon04",13
"Epicoccum nigrum","Xixon05",326
"Epicoccum nigrum","Xixon06",51
"Epicoccum nigrum","Xixon07",52
"Epicoccum nigrum","Xixon08",182
"Epicoccum nigrum","Xixon09",1014
"Epicoccum nigrum","Xixon10",129
"Epicoccum nigrum","Xixon11",54
"Epicoccum nigrum","Xixon12",602
"Epicoccum nigrum","Xixon13",232
"Epicoccum nigrum","Xixon14",389
"Epicoccum nigrum","Xixon17",72
"Epicoccum nigrum","Xixon18",16
"Epicoccum nigrum","Xixon19",18
"Epicoccum nigrum","Xixon20",351
"Epicoccum nigrum","Xixon21",77
"Epicoccum nigrum","Xixon22",33
"Epicoccum nigrum","Xixon24",19
"Epicoccum nigrum","Xixon25",2282
"Epicoccum nigrum","Xixon26",87
"Epicoccum nigrum","Xixon27",533
"Epicoccum nigrum","Xixon29",15
"Epicoccum nigrum","Xixon30",38
"Epicoccum plurivorum","Xixon09",77
"Epicoccum plurivorum","Xixon12",1541
"Epicoccum plurivorum","Xixon18",2203
"Epicoccum plurivorum","Xixon22",8
"Epicoccum plurivorum","Xixon25",2186
"Epicoccum plurivorum","Xixon26",551
"Epicoccum plurivorum","Xixon27",15
"Erythrobasidium hasegawianum","Xixon19",14
"Erythrobasidium hasegawianum","Xixon20",119
"Erythrobasidium hasegawianum","Xixon23",9
"Exophiala bonariae","Xixon02",45
"Exophiala bonariae","Xixon05",32
"Exophiala bonariae","Xixon09",29
"Exophiala bonariae","Xixon10",12
"Exophiala bonariae","Xixon14",17
"Exophiala bonariae","Xixon19",17
"Exophiala bonariae","Xixon20",19
"Exophiala equina","Xixon01",31
"Exophiala equina","Xixon02",1637
"Exophiala equina","Xixon04",106
"Exophiala equina","Xixon05",1156
"Exophiala equina","Xixon06",62
"Exophiala equina","Xixon07",167
"Exophiala equina","Xixon08",102
"Exophiala equina","Xixon09",431
"Exophiala equina","Xixon10",330
"Exophiala equina","Xixon11",488
"Exophiala equina","Xixon12",180
"Exophiala equina","Xixon13",68
"Exophiala equina","Xixon14",2493
"Exophiala equina","Xixon15",253
"Exophiala equina","Xixon16",167
"Exophiala equina","Xixon17",241
"Exophiala equina","Xixon18",387
"Exophiala equina","Xixon19",27
"Exophiala equina","Xixon20",50
"Exophiala equina","Xixon21",116
"Exophiala equina","Xixon22",223
"Exophiala equina","Xixon23",15
"Exophiala equina","Xixon24",289
"Exophiala equina","Xixon25",393
"Exophiala equina","Xixon26",408
"Exophiala equina","Xixon27",982
"Exophiala equina","Xixon28",80
"Exophiala equina","Xixon29",168
"Exophiala equina","Xixon30",851
"Exophiala moniliae","Xixon24",21
"Exophiala pisciphila","Xixon02",48
"Exophiala pisciphila","Xixon03",19
"Exophiala pisciphila","Xixon14",398
"Exophiala pisciphila","Xixon24",1668
"Exophiala pisciphila","Xixon25",25
"Exophiala pisciphila","Xixon26",34
"Exophiala pisciphila","Xixon28",23
"Exophiala pisciphila","Xixon29",451
"Exophiala salmonis","Xixon24",44
"Exophiala salmonis","Xixon29",80
"Fibulochlamys chilensis","Xixon13",25
"Fibulochlamys chilensis","Xixon14",25
"Filobasidium chernovii","Xixon02",14
"Filobasidium chernovii","Xixon06",15
"Filobasidium chernovii","Xixon09",40
"Filobasidium chernovii","Xixon10",60
"Filobasidium chernovii","Xixon13",17
"Filobasidium chernovii","Xixon18",406
"Filobasidium chernovii","Xixon19",53
"Filobasidium chernovii","Xixon21",20
"Filobasidium chernovii","Xixon22",92
"Filobasidium chernovii","Xixon25",24
"Filobasidium chernovii","Xixon26",38
"Filobasidium magnum","Xixon05",10
"Filobasidium magnum","Xixon17",34
"Filobasidium magnum","Xixon20",23
"Filobasidium oeirense","Xixon16",16
"Filobasidium oeirense","Xixon18",248
"Filobasidium oeirense","Xixon22",15
"Filobasidium oeirense","Xixon25",33
"Filobasidium oeirense","Xixon26",22
"Flagelloscypha minutissima","Xixon02",24
"Funneliformis geosporum","Xixon01",253
"Funneliformis geosporum","Xixon08",155
"Funneliformis geosporum","Xixon09",80
"Funneliformis geosporum","Xixon17",56
"Funneliformis mosseae","Xixon01",270
"Funneliformis mosseae","Xixon02",45
"Funneliformis mosseae","Xixon09",82
"Funneliformis mosseae","Xixon17",15
"Funneliformis mosseae","Xixon21",52
"Funneliformis mosseae","Xixon26",15
"Fusarium domesticum","Xixon06",171
"Fusarium domesticum","Xixon18",137
"Fusarium domesticum","Xixon25",155
"Fusarium domesticum","Xixon26",1872
"Fusarium solani","Xixon01",465
"Fusarium solani","Xixon02",436
"Fusarium solani","Xixon04",240
"Fusarium solani","Xixon05",689
"Fusarium solani","Xixon06",263
"Fusarium solani","Xixon07",731
"Fusarium solani","Xixon08",736
"Fusarium solani","Xixon09",109
"Fusarium solani","Xixon10",2349
"Fusarium solani","Xixon11",92
"Fusarium solani","Xixon12",1758
"Fusarium solani","Xixon13",1015
"Fusarium solani","Xixon14",380
"Fusarium solani","Xixon15",158
"Fusarium solani","Xixon16",294
"Fusarium solani","Xixon17",287
"Fusarium solani","Xixon18",1062
"Fusarium solani","Xixon19",1515
"Fusarium solani","Xixon20",185
"Fusarium solani","Xixon21",282
"Fusarium solani","Xixon22",651
"Fusarium solani","Xixon23",338
"Fusarium solani","Xixon25",1142
"Fusarium solani","Xixon26",2827
"Fusarium solani","Xixon27",3375
"Fusarium solani","Xixon28",169
"Fusarium venenatum","Xixon06",22
"Fusarium venenatum","Xixon09",16
"Fusarium venenatum","Xixon25",13
"Fusarium venenatum","Xixon28",18
"Fusarium venenatum","Xixon29",24
"Fusicolla septimanifiniscientiae","Xixon01",15
"Fusicolla septimanifiniscientiae","Xixon05",35
"Fusicolla septimanifiniscientiae","Xixon06",28
"Fusicolla septimanifiniscientiae","Xixon08",641
"Fusicolla septimanifiniscientiae","Xixon10",11
"Fusicolla septimanifiniscientiae","Xixon13",3918
"Fusicolla septimanifiniscientiae","Xixon14",66
"Fusicolla septimanifiniscientiae","Xixon18",214
"Fusicolla septimanifiniscientiae","Xixon19",127
"Fusicolla septimanifiniscientiae","Xixon22",20
"Fusicolla septimanifiniscientiae","Xixon23",69
"Fusicolla septimanifiniscientiae","Xixon28",95
"Fusicolla septimanifiniscientiae","Xixon29",20
"Fusicolla septimanifiniscientiae","Xixon30",203
"Gamsia simplex","Xixon05",26
"Gamsia simplex","Xixon06",349
"Gamsia simplex","Xixon24",36
"Gamsia simplex","Xixon28",19
"Gamsia simplex","Xixon30",57
"Ganoderma adspersum","Xixon01",38
"Ganoderma adspersum","Xixon05",10
"Ganoderma adspersum","Xixon08",18
"Ganoderma adspersum","Xixon11",39
"Ganoderma adspersum","Xixon12",22
"Ganoderma adspersum","Xixon13",10
"Ganoderma adspersum","Xixon15",19
"Ganoderma adspersum","Xixon19",28
"Ganoderma adspersum","Xixon20",12
"Ganoderma adspersum","Xixon22",9
"Ganoderma adspersum","Xixon27",16
"Ganoderma adspersum","Xixon28",181
"Ganoderma adspersum","Xixon29",107
"Ganoderma carnosum","Xixon16",12
"Ganoderma gibbosum","Xixon01",18
"Ganoderma gibbosum","Xixon02",13
"Ganoderma gibbosum","Xixon03",32
"Ganoderma gibbosum","Xixon05",16
"Ganoderma gibbosum","Xixon07",14
"Ganoderma gibbosum","Xixon08",134
"Ganoderma gibbosum","Xixon11",24
"Ganoderma gibbosum","Xixon12",24
"Ganoderma gibbosum","Xixon13",13
"Ganoderma gibbosum","Xixon14",40
"Ganoderma gibbosum","Xixon15",25
"Ganoderma gibbosum","Xixon16",12
"Ganoderma gibbosum","Xixon17",14
"Ganoderma gibbosum","Xixon19",43
"Ganoderma gibbosum","Xixon20",23
"Ganoderma gibbosum","Xixon22",33
"Ganoderma gibbosum","Xixon24",276
"Ganoderma gibbosum","Xixon26",15
"Ganoderma gibbosum","Xixon28",410
"Ganoderma gibbosum","Xixon29",496
"Ganoderma gibbosum","Xixon30",34
"Genea hispidula","Xixon03",15
"Genolevuria armeniaca","Xixon11",10
"Geoglossum cookeanum","Xixon11",33
"Geoglossum fallax","Xixon03",751
"Geomyces auratus","Xixon02",39
"Geomyces auratus","Xixon03",23
"Geomyces auratus","Xixon24",154
"Geomyces auratus","Xixon29",63
"Gibberella intricans","Xixon02",19
"Gibberella intricans","Xixon04",124
"Gibberella intricans","Xixon05",274
"Gibberella intricans","Xixon06",4067
"Gibberella intricans","Xixon09",966
"Gibberella intricans","Xixon10",544
"Gibberella intricans","Xixon12",922
"Gibberella intricans","Xixon13",747
"Gibberella intricans","Xixon14",195
"Gibberella intricans","Xixon15",25
"Gibberella intricans","Xixon16",610
"Gibberella intricans","Xixon18",8146
"Gibberella intricans","Xixon19",60
"Gibberella intricans","Xixon22",49
"Gibberella intricans","Xixon25",4489
"Gibberella intricans","Xixon26",10689
"Gibberella intricans","Xixon27",173
"Gibberella intricans","Xixon28",175
"Gibberella zeae","Xixon01",126
"Gibberella zeae","Xixon02",296
"Gibberella zeae","Xixon04",30
"Gibberella zeae","Xixon05",1058
"Gibberella zeae","Xixon06",384
"Gibberella zeae","Xixon08",117
"Gibberella zeae","Xixon09",3133
"Gibberella zeae","Xixon10",173
"Gibberella zeae","Xixon12",1483
"Gibberella zeae","Xixon13",445
"Gibberella zeae","Xixon14",241
"Gibberella zeae","Xixon16",47
"Gibberella zeae","Xixon18",828
"Gibberella zeae","Xixon19",29
"Gibberella zeae","Xixon20",33
"Gibberella zeae","Xixon23",14
"Gibberella zeae","Xixon25",931
"Gibberella zeae","Xixon26",2269
"Gibberella zeae","Xixon27",135
"Gibberella zeae","Xixon28",195
"Gibellulopsis chrysanthemi","Xixon01",19
"Gibellulopsis chrysanthemi","Xixon02",229
"Gibellulopsis chrysanthemi","Xixon05",1057
"Gibellulopsis chrysanthemi","Xixon06",231
"Gibellulopsis chrysanthemi","Xixon27",44
"Gibellulopsis chrysanthemi","Xixon28",4712
"Gliomastix roseogrisea","Xixon01",177
"Gliomastix roseogrisea","Xixon02",563
"Gliomastix roseogrisea","Xixon03",27
"Gliomastix roseogrisea","Xixon05",19
"Gliomastix roseogrisea","Xixon06",39
"Gliomastix roseogrisea","Xixon07",118
"Gliomastix roseogrisea","Xixon09",17
"Gliomastix roseogrisea","Xixon10",330
"Gliomastix roseogrisea","Xixon11",41
"Gliomastix roseogrisea","Xixon12",103
"Gliomastix roseogrisea","Xixon13",23
"Gliomastix roseogrisea","Xixon14",48
"Gliomastix roseogrisea","Xixon15",23
"Gliomastix roseogrisea","Xixon16",54
"Gliomastix roseogrisea","Xixon17",27
"Gliomastix roseogrisea","Xixon18",38
"Gliomastix roseogrisea","Xixon19",120
"Gliomastix roseogrisea","Xixon20",19
"Gliomastix roseogrisea","Xixon21",168
"Gliomastix roseogrisea","Xixon22",59
"Gliomastix roseogrisea","Xixon24",253
"Gliomastix roseogrisea","Xixon26",36
"Gliomastix roseogrisea","Xixon27",73
"Gliomastix roseogrisea","Xixon28",146
"Gliomastix roseogrisea","Xixon29",277
"Gliomastix roseogrisea","Xixon30",142
"Glomus indicum","Xixon02",181
"Glomus invermaium","Xixon02",118
"Glomus invermaium","Xixon10",18
"Glomus invermaium","Xixon27",13
"Glomus macrocarpum","Xixon29",54
"Glomus microcarpum","Xixon02",18
"Glomus tetrastratosum","Xixon02",35
"Gremmenia infestans","Xixon02",59
"Gymnascella confluens","Xixon07",14
"Gyoerffyella entomobryoides","Xixon29",22
"Gyrodon lividus","Xixon28",33
"Gyrothrix verticiclada","Xixon28",35
"Haglerozyma chiarellii","Xixon27",27
"Hannaella oryzae","Xixon09",30
"Hannaella oryzae","Xixon27",14
"Hapsidospora irregularis","Xixon05",11
"Haptocillium balanoides","Xixon22",1023
"Hebeloma birrus","Xixon29",31
"Hebeloma mesophaeum","Xixon28",12907
"Hebeloma sacchariolens","Xixon24",2218
"Hebeloma sinapizans","Xixon30",25
"Helicosporium griseum","Xixon04",19
"Helvellosebacina helvelloides","Xixon30",68
"Hemimycena cucullata","Xixon30",15
"Hemimycena gracilis","Xixon15",19
"Hemimycena gracilis","Xixon27",270
"Heterophoma sylvatica","Xixon19",10
"Hodophilus variabilipes","Xixon05",1222
"Holtermanniella takashimae","Xixon01",83
"Holtermanniella takashimae","Xixon06",461
"Holtermanniella takashimae","Xixon09",68
"Holtermanniella takashimae","Xixon10",18
"Holtermanniella takashimae","Xixon12",34
"Holtermanniella takashimae","Xixon13",18
"Holtermanniella takashimae","Xixon14",51
"Holtermanniella takashimae","Xixon18",521
"Holtermanniella takashimae","Xixon19",16
"Holtermanniella takashimae","Xixon20",20
"Holtermanniella takashimae","Xixon21",40
"Holtermanniella takashimae","Xixon25",162
"Holtermanniella takashimae","Xixon26",717
"Holtermanniella takashimae","Xixon27",20
"Humicola nigrescens","Xixon03",25
"Humicola nigrescens","Xixon09",27
"Humicola nigrescens","Xixon14",112
"Humicola nigrescens","Xixon24",49
"Humicola nigrescens","Xixon30",57
"Humicola olivacea","Xixon09",1010
"Humicola olivacea","Xixon13",40
"Humicola olivacea","Xixon18",33
"Humicola parvispora","Xixon08",203
"Humicola sardiniae","Xixon16",1691
"Humicola sardiniae","Xixon19",2358
"Humicola sardiniae","Xixon20",69
"Humicola sardiniae","Xixon21",477
"Hyalodendriella betulae","Xixon28",50
"Hyaloscypha bicolor","Xixon03",626
"Hydropisphaera fungicola","Xixon19",78
"Hydropisphaera fungicola","Xixon22",15
"Hydropisphaera fungicola","Xixon23",307
"Hygrocybe acutoconica","Xixon06",158
"Hygrocybe acutoconica","Xixon15",17
"Hygrocybe acutoconica","Xixon21",30
"Hygrocybe nigrescens","Xixon06",962
"Hygrocybe nigrescens","Xixon07",1251
"Hygrocybe nigrescens","Xixon15",304
"Hygrocybe singeri","Xixon04",2139
"Hygrocybe singeri","Xixon11",369
"Hygrocybe singeri","Xixon17",13
"Hygrocybe singeri","Xixon24",64
"Hygrophorus lindtneri","Xixon30",319
"Hymenogaster citrinus","Xixon15",30
"Hymenogaster citrinus","Xixon30",43
"Hymenogaster griseus","Xixon28",1884
"Hymenogaster megasporus","Xixon30",25
"Hymenoscyphus herbarum","Xixon11",22
"Hymenoscyphus menthae","Xixon09",14
"Hypholoma fasciculare","Xixon05",15
"Hypholoma fasciculare","Xixon09",16
"Hypholoma fasciculare","Xixon20",67
"Hypholoma fasciculare","Xixon21",31
"Hypholoma fasciculare","Xixon22",19
"Hypholoma fasciculare","Xixon24",33
"Hypholoma fasciculare","Xixon26",14
"Hypholoma fasciculare","Xixon28",101
"Hypholoma fasciculare","Xixon29",29
"Hypomyces aconidialis","Xixon30",43
"Hypomyces ochraceus","Xixon29",33
"Hypomyces perniciosus","Xixon05",11
"Hypomyces rosellus","Xixon07",13
"Hypomyces tubariicola","Xixon14",22
"Hypoxylon rubiginosum","Xixon28",15
"Idriella lunata","Xixon08",104
"Idriella lunata","Xixon14",39
"Idriella lunata","Xixon28",66
"Idriella lunata","Xixon29",102
"Ilyonectria macrodidyma","Xixon01",1211
"Ilyonectria macrodidyma","Xixon02",133
"Ilyonectria macrodidyma","Xixon04",189
"Ilyonectria macrodidyma","Xixon05",691
"Ilyonectria macrodidyma","Xixon06",710
"Ilyonectria macrodidyma","Xixon07",1042
"Ilyonectria macrodidyma","Xixon08",1273
"Ilyonectria macrodidyma","Xixon09",230
"Ilyonectria macrodidyma","Xixon10",1184
"Ilyonectria macrodidyma","Xixon11",36
"Ilyonectria macrodidyma","Xixon12",336
"Ilyonectria macrodidyma","Xixon13",189
"Ilyonectria macrodidyma","Xixon14",168
"Ilyonectria macrodidyma","Xixon15",88
"Ilyonectria macrodidyma","Xixon16",393
"Ilyonectria macrodidyma","Xixon17",158
"Ilyonectria macrodidyma","Xixon18",362
"Ilyonectria macrodidyma","Xixon19",1491
"Ilyonectria macrodidyma","Xixon20",378
"Ilyonectria macrodidyma","Xixon21",321
"Ilyonectria macrodidyma","Xixon22",1173
"Ilyonectria macrodidyma","Xixon25",335
"Ilyonectria macrodidyma","Xixon26",618
"Ilyonectria macrodidyma","Xixon27",123
"Ilyonectria macrodidyma","Xixon28",612
"Ilyonectria macrodidyma","Xixon30",13
"Ilyonectria robusta","Xixon01",483
"Ilyonectria robusta","Xixon02",2282
"Ilyonectria robusta","Xixon03",44
"Ilyonectria robusta","Xixon04",27
"Ilyonectria robusta","Xixon05",521
"Ilyonectria robusta","Xixon06",238
"Ilyonectria robusta","Xixon07",222
"Ilyonectria robusta","Xixon08",7685
"Ilyonectria robusta","Xixon09",125
"Ilyonectria robusta","Xixon10",403
"Ilyonectria robusta","Xixon12",288
"Ilyonectria robusta","Xixon13",693
"Ilyonectria robusta","Xixon14",425
"Ilyonectria robusta","Xixon15",126
"Ilyonectria robusta","Xixon17",59
"Ilyonectria robusta","Xixon18",90
"Ilyonectria robusta","Xixon21",100
"Ilyonectria robusta","Xixon22",516
"Ilyonectria robusta","Xixon24",44
"Ilyonectria robusta","Xixon25",11
"Ilyonectria robusta","Xixon26",51
"Ilyonectria robusta","Xixon27",118
"Ilyonectria robusta","Xixon28",132
"Ilyonectria robusta","Xixon29",129
"Ilyonectria robusta","Xixon30",46
"Imleria badia","Xixon03",236
"Imleria badia","Xixon24",38
"Inocybe asterospora","Xixon29",26
"Inocybe castaneicolor","Xixon30",37
"Inocybe cervicolor","Xixon30",19
"Inocybe flavella","Xixon28",3141
"Inocybe impexa","Xixon01",921
"Inocybe maculata","Xixon28",12
"Inocybe maculata","Xixon29",20
"Inocybe mixtilis","Xixon24",2625
"Inocybe myriadophylla","Xixon28",2488
"Inocybe nemorosa","Xixon24",16
"Inocybe petiginosa","Xixon24",70
"Inocybe phaeoleuca","Xixon30",33
"Inocybe rhodiola","Xixon28",12
"Inocybe semifulva","Xixon28",406
"Inocybe sindonia","Xixon30",13
"Inocybe squamata","Xixon28",422
"Iodophanus testaceus","Xixon23",12
"Itersonilia perplexans","Xixon01",89
"Itersonilia perplexans","Xixon09",99
"Itersonilia perplexans","Xixon10",22
"Itersonilia perplexans","Xixon17",19
"Kalmusia variispora","Xixon20",16
"Keissleriella caraganae","Xixon12",51
"Keissleriella quadriseptata","Xixon19",23
"Keissleriella rosarum","Xixon19",14
"Knufia epidermidis","Xixon20",20
"Knufia tsunedae","Xixon14",59
"Knufia tsunedae","Xixon16",144
"Knufia tsunedae","Xixon20",433
"Kurtzmanomyces tardus","Xixon13",22
"Kwoniella betulae","Xixon19",157
"Lachnellula fuscosanguinea","Xixon15",64
"Lachnellula fuscosanguinea","Xixon17",504
"Lacrymaria lacrymabunda","Xixon01",20
"Lacrymaria lacrymabunda","Xixon13",2724
"Lacrymaria lacrymabunda","Xixon15",259
"Lacrymaria lacrymabunda","Xixon27",12
"Lacrymaria lacrymabunda","Xixon28",22
"Lactifluus vellereus","Xixon03",2645
"Lasiobolidium orbiculoides","Xixon06",46
"Lasionectria marigotensis","Xixon29",96
"Lasionectria marigotensis","Xixon30",205
"Lecanicillium dimorphum","Xixon08",17
"Lecanicillium dimorphum","Xixon11",36
"Lecanicillium dimorphum","Xixon20",39
"Lecanicillium dimorphum","Xixon23",8
"Lecanicillium fungicola","Xixon24",18
"Lecanicillium fusisporum","Xixon29",35
"Lecanicillium primulinum","Xixon02",11
"Lecanicillium primulinum","Xixon10",23
"Lecanicillium primulinum","Xixon12",129
"Lecanicillium primulinum","Xixon14",23
"Lecanicillium primulinum","Xixon19",11
"Lecanicillium primulinum","Xixon20",36
"Lecanicillium primulinum","Xixon26",19
"Lecanicillium saksenae","Xixon11",65
"Lecanicillium saksenae","Xixon12",52
"Lecanicillium saksenae","Xixon14",26
"Lecanicillium saksenae","Xixon18",17
"Lecanicillium saksenae","Xixon20",15
"Lecanicillium saksenae","Xixon23",19
"Lecanicillium saksenae","Xixon24",22
"Lecanicillium saksenae","Xixon29",33
"Lectera longa","Xixon05",10
